"NatM_p_1_Fem_GP_1_OM","SR_LNR0_OM","SR_BH_steep_OM","Q_extraSD_Acoustic_Survey2_OM","AgeSel_P3_Fishery1_OM","AgeSel_P4_Fishery1_OM","AgeSel_P5_Fishery1_OM","AgeSel_P6_Fishery1_OM","AgeSel_P7_Fishery1_OM","AgeSel_P4_Acoustic_Survey2_OM","AgeSel_P5_Acoustic_Survey2_OM","AgeSel_P6_Acoustic_Survey2_OM","AgeSel_P7_Acoustic_Survey2_OM","MSY_OM","depletion_OM","F_OM","SSB_OM","NatM_p_1_Fem_GP_1","SR_LNR0","SR_BH_steep","Q_extraSD_Acoustic_Survey2","AgeSel_P3_Fishery1","AgeSel_P4_Fishery1","AgeSel_P5_Fishery1","AgeSel_P6_Fishery1","AgeSel_P7_Fishery1","AgeSel_P4_Acoustic_Survey2","AgeSel_P5_Acoustic_Survey2","AgeSel_P6_Acoustic_Survey2","AgeSel_P7_Acoustic_Survey2","lnEffN_mult_1","lnEffN_mult_1_SD","lnEffN_mult_2","lnEffN_mult_2_SD","Like_TOTAL","Like_Catch","Like_Survey","Like_Recruitment","Like_Forecast_Recruitment","Like_Parm_priors","Like_Parm_devs","Like_Age_catch","Like_Age_survey","gradient","model","nsamp","ntrue","MSY","depletion","F","SSB","NatM_p_1_Fem_GP_1_RE","SR_LNR0_RE","SR_BH_steep_RE","Q_extraSD_Acoustic_Survey2_RE","AgeSel_P3_Fishery1_RE","AgeSel_P4_Fishery1_RE","AgeSel_P5_Fishery1_RE","AgeSel_P6_Fishery1_RE","AgeSel_P7_Fishery1_RE","AgeSel_P4_Acoustic_Survey2_RE","AgeSel_P5_Acoustic_Survey2_RE","AgeSel_P6_Acoustic_Survey2_RE","AgeSel_P7_Acoustic_Survey2_RE","MSY_RE","depletion_RE","F_RE","SSB_RE","iteration","omtype","Nfishery","Nsurvey","ESS1","ESS2"
0.216924,14.4724,0.849733,0.312505,0.722858563819261,0.736536857650244,0.588732710816188,1,0.128991083134234,0.442740260633945,0.576896156543063,0.704491509165944,1,270389,0.444127,0.184112,1403160,0.215737,14.5289,0.855658,0.05,0.641206769983549,0.687577313337809,0.563802650036566,1,0.133022099887037,0.461307698431628,0.581437961343721,0.65586782278292,1,NA,NA,NA,NA,331.675,0.00170227,-18.3838,22.4562,0.572526,0.243344,0,254.552,72.2337,8.10807e-05,"tuned",100,100,288147,0.420553,0.195651,1420150,-0.00547196253065587,0.00390398275337883,0.00697277850807262,-0.840002559959041,-0.112956804999723,-0.0664726331125222,-0.0423452957880663,0,0.0312503519999701,0.0419375409209367,0.00787282901635732,-0.0690195492073292,0,0.0656757486436209,-0.0530794119699995,0.0626738072477622,0.0121083839334075,1,"Multinomial","1","1",NA,NA
0.216924,14.4724,0.849733,0.312505,0.722858563819261,0.736536857650244,0.588732710816188,1,0.128991083134234,0.442740260633945,0.576896156543063,0.704491509165944,1,270389,0.444127,0.184112,1403160,0.215725,14.5289,0.855619,0.05,0.641543748537012,0.687958336703125,0.563963356691437,1,0.133089559191168,0.46157394977975,0.581688615117068,0.656213556218285,1,NA,NA,NA,NA,332.669,0.00170567,-18.3843,22.46,0.574433,0.242869,0,254.625,73.15,6.0696e-06,"unweighted",100,100,288133,0.420593,0.195643,1420370,-0.00552728144419246,0.00390398275337883,0.00692688173814605,-0.840002559959041,-0.112490630051635,-0.0659553156675655,-0.0420723253009193,0,0.031773328491772,0.0425389123610238,0.00830731583084628,-0.0685287932069134,0,0.0656239713893687,-0.052989347641553,0.0626303554358218,0.0122651728954645,1,"Multinomial","1","1",NA,NA
0.216924,14.4724,0.849733,0.312505,0.722858563819261,0.736536857650244,0.588732710816188,1,0.128991083134234,0.442740260633945,0.576896156543063,0.704491509165944,1,270389,0.183014,0.239325,578208,0.207399,14.4185,0.864712,0.05,0.703876334131116,0.794239202905861,0.810051867026218,1,0.151497675103795,0.497990140672425,0.576525908073039,0.796319334174744,1,NA,NA,NA,NA,290.201,0.000858137,-19.3582,21.8696,1.0102,0.045488,0,226.98,59.6525,0.000229362,"tuned",100,100,269281,0.196055,0.214207,636948,-0.0439093876196272,-0.00372433044968357,0.0176278901725602,-0.840002559959041,-0.0262599499241615,0.0783427803459881,0.37592468049415,0,0.174481765891826,0.124790729353074,-0.000641793962094514,0.130346248058428,0,-0.00409779983653181,0.0712568437387304,-0.104953515094537,0.101589739332559,10,"Multinomial","1","1",NA,NA
0.216924,14.4724,0.849733,0.312505,0.722858563819261,0.736536857650244,0.588732710816188,1,0.128991083134234,0.442740260633945,0.576896156543063,0.704491509165944,1,270389,0.183014,0.239325,578208,0.207399,14.4185,0.864712,0.05,0.703876334131116,0.794239202905861,0.810051867026218,1,0.151497675103795,0.497990140672425,0.576525908073039,0.796319334174744,1,NA,NA,NA,NA,290.201,0.00085814,-19.3582,21.8696,1.0102,0.0454881,0,226.98,59.6525,6.26133e-05,"unweighted",100,100,269281,0.196055,0.214207,636948,-0.0439093876196272,-0.00372433044968357,0.0176278901725602,-0.840002559959041,-0.0262599499241615,0.0783427803459881,0.37592468049415,0,0.174481765891826,0.124790729353074,-0.000641793962094514,0.130346248058428,0,-0.00409779983653181,0.0712568437387304,-0.104953515094537,0.101589739332559,10,"Multinomial","1","1",NA,NA
0.216924,14.4724,0.849733,0.312505,0.722858563819261,0.736536857650244,0.588732710816188,1,0.128991083134234,0.442740260633945,0.576896156543063,0.704491509165944,1,270389,0.394104,0.172708,1245120,0.217307,14.522,0.862644,0.05,0.722085865409942,0.723476655137455,0.588223677210105,1,0.131777023584177,0.424805441321162,0.550256360142962,0.769591826607143,1,NA,NA,NA,NA,268.457,0.000718727,-19.0589,21.8035,0.316051,0.317973,0,217.543,47.5344,2.52114e-05,"tuned",100,100,288199,0.372078,0.170184,1231320,0.00176559532370782,0.00342721317818744,0.0151941845261982,-0.840002559959041,-0.0010689482673294,-0.0177319062544326,-0.000864625995345874,0,0.0215979305100017,-0.0405086704495847,-0.0461778018417299,0.0924075259874629,0,0.0658680641594148,-0.055888800925644,-0.0146142622229428,-0.0110832690824981,100,"Multinomial","1","1",NA,NA
0.216924,14.4724,0.849733,0.312505,0.722858563819261,0.736536857650244,0.588732710816188,1,0.128991083134234,0.442740260633945,0.576896156543063,0.704491509165944,1,270389,0.394104,0.172708,1245120,0.217307,14.522,0.862644,0.05,0.722085865409942,0.723476655137455,0.588223677210105,1,0.131777023584177,0.424805441321162,0.550256360142962,0.769591826607143,1,NA,NA,NA,NA,268.457,0.000718727,-19.0589,21.8035,0.316051,0.317973,0,217.543,47.5344,0.000168702,"unweighted",100,100,288199,0.372078,0.170184,1231320,0.00176559532370782,0.00342721317818744,0.0151941845261982,-0.840002559959041,-0.0010689482673294,-0.0177319062544326,-0.000864625995345874,0,0.0215979305100017,-0.0405086704495847,-0.0461778018417299,0.0924075259874629,0,0.0658680641594148,-0.055888800925644,-0.0146142622229428,-0.0110832690824981,100,"Multinomial","1","1",NA,NA
0.216924,14.4724,0.849733,0.312505,0.722858563819261,0.736536857650244,0.588732710816188,1,0.128991083134234,0.442740260633945,0.576896156543063,0.704491509165944,1,270389,0.186374,0.204939,588824,0.207401,14.4135,0.846266,0.05,0.560025477921205,0.763719273807158,0.642211236881529,1,0.149282767957971,0.48523935224357,0.57905836695758,0.758160632169384,1,NA,NA,NA,NA,324.07,0.000568374,-19.5243,20.984,0.171686,0.00613898,0,264.268,58.1645,1.60582e-05,"tuned",100,100,263837,0.179577,0.214025,580517,-0.0439001678007044,-0.00406981564909756,-0.00408010516244514,-0.840002559959041,-0.225262719497599,0.0369057106573507,0.090836682050844,0,0.15731075614444,0.095991025412442,0.0037480062746002,0.0761813624510248,0,-0.0242317549900329,-0.0364696792471054,0.0443351436281039,-0.0141077809328424,11,"Multinomial","1","1",NA,NA
0.216924,14.4724,0.849733,0.312505,0.722858563819261,0.736536857650244,0.588732710816188,1,0.128991083134234,0.442740260633945,0.576896156543063,0.704491509165944,1,270389,0.186374,0.204939,588824,0.207401,14.4135,0.846266,0.05,0.560025477921205,0.763719273807158,0.642211236881529,1,0.149282767957971,0.48523935224357,0.57905836695758,0.758160632169384,1,NA,NA,NA,NA,324.07,0.000568374,-19.5243,20.984,0.171686,0.006139,0,264.268,58.1645,2.86615e-05,"unweighted",100,100,263837,0.179577,0.214025,580517,-0.0439001678007044,-0.00406981564909756,-0.00408010516244514,-0.840002559959041,-0.225262719497599,0.0369057106573507,0.090836682050844,0,0.15731075614444,0.095991025412442,0.0037480062746002,0.0761813624510248,0,-0.0242317549900329,-0.0364696792471054,0.0443351436281039,-0.0141077809328424,11,"Multinomial","1","1",NA,NA
0.216924,14.4724,0.849733,0.312505,0.722858563819261,0.736536857650244,0.588732710816188,1,0.128991083134234,0.442740260633945,0.576896156543063,0.704491509165944,1,270389,0.199609,0.185976,630640,0.209044,14.3706,0.84661,0.05,0.7863808986933,0.538920076577568,0.445830252136352,1,0.117333496667566,0.437558442171271,0.514681508357051,0.705662641919165,1,NA,NA,NA,NA,302.717,0.000363154,-18.4704,21.8306,0.469539,0.0383938,0,234.719,64.1295,6.81585e-05,"tuned",100,100,250340,0.198308,0.192407,605450,-0.03632608655566,-0.00703407866007026,-0.00367527211488784,-0.840002559959041,0.087876575105392,-0.268305352298496,-0.242728926139883,0,-0.0903751343380616,-0.0117039694001496,-0.107843755726891,0.00166238022457845,0,-0.0741487264644642,-0.00651774218597356,0.0345797307179421,-0.039943549410123,12,"Multinomial","1","1",NA,NA
0.216924,14.4724,0.849733,0.312505,0.722858563819261,0.736536857650244,0.588732710816188,1,0.128991083134234,0.442740260633945,0.576896156543063,0.704491509165944,1,270389,0.199609,0.185976,630640,0.209044,14.3706,0.84661,0.05,0.7863808986933,0.538920076577568,0.445830252136352,1,0.117333496667566,0.437558442171271,0.514681508357051,0.705662641919165,1,NA,NA,NA,NA,302.717,0.000363153,-18.4704,21.8306,0.469539,0.0383938,0,234.719,64.1295,1.79018e-05,"unweighted",100,100,250340,0.198308,0.192407,605450,-0.03632608655566,-0.00703407866007026,-0.00367527211488784,-0.840002559959041,0.087876575105392,-0.268305352298496,-0.242728926139883,0,-0.0903751343380616,-0.0117039694001496,-0.107843755726891,0.00166238022457845,0,-0.0741487264644642,-0.00651774218597356,0.0345797307179421,-0.039943549410123,12,"Multinomial","1","1",NA,NA
